,0_F,0_I,0_M,1,2,3,4,5,6,7,8
594,0.0,0.0,1.0,0.535,0.42,0.15,0.6995,0.2575,0.153,0.24,12
680,0.0,1.0,0.0,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07,7
3344,0.0,1.0,0.0,0.495,0.38,0.145,0.515,0.175,0.098,0.212,13
3505,0.0,0.0,1.0,0.625,0.495,0.18,1.0815,0.4715,0.254,0.3135,10
3684,0.0,1.0,0.0,0.62,0.47,0.155,0.966,0.447,0.171,0.284,11
1024,1.0,0.0,0.0,0.645,0.5,0.155,1.2205,0.6145,0.236,0.3185,10
304,1.0,0.0,0.0,0.47,0.36,0.13,0.472,0.182,0.114,0.15,10
598,0.0,1.0,0.0,0.605,0.495,0.145,1.054,0.369,0.2255,0.36,12
2605,1.0,0.0,0.0,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,9
3751,0.0,1.0,0.0,0.45,0.335,0.115,0.3935,0.195,0.071,0.11,7
3926,0.0,1.0,0.0,0.58,0.42,0.16,0.728,0.2725,0.19,0.19,14
3446,0.0,1.0,0.0,0.5,0.385,0.11,0.596,0.3015,0.104,0.151,8
2751,1.0,0.0,0.0,0.515,0.395,0.135,0.516,0.2015,0.132,0.162,9
1613,0.0,1.0,0.0,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,12
1639,0.0,1.0,0.0,0.575,0.45,0.135,0.807,0.3615,0.176,0.254,10
3767,0.0,0.0,1.0,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,10
3276,0.0,0.0,1.0,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,12
3744,0.0,1.0,0.0,0.275,0.205,0.065,0.101,0.041,0.021,0.034,5
2046,0.0,1.0,0.0,0.415,0.305,0.12,0.336,0.165,0.076,0.0805,7
3258,0.0,0.0,1.0,0.455,0.375,0.125,0.484,0.2155,0.102,0.165,7
3320,1.0,0.0,0.0,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25,16
2582,0.0,0.0,1.0,0.53,0.41,0.14,0.681,0.3095,0.1415,0.1835,6
1737,1.0,0.0,0.0,0.67,0.55,0.155,1.566,0.858,0.339,0.354,10
2506,0.0,1.0,0.0,0.375,0.3,0.075,0.144,0.059,0.03,0.044,7
826,0.0,1.0,0.0,0.395,0.29,0.095,0.304,0.127,0.084,0.077,6
3408,0.0,1.0,0.0,0.39,0.315,0.09,0.3095,0.147,0.05,0.09,7
631,1.0,0.0,0.0,0.43,0.34,0.12,0.391,0.1555,0.095,0.1405,7
2256,0.0,0.0,1.0,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,8
1649,0.0,1.0,0.0,0.59,0.45,0.145,1.022,0.428,0.268,0.265,10
1679,1.0,0.0,0.0,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,12
3549,0.0,1.0,0.0,0.5,0.365,0.125,0.528,0.229,0.103,0.1645,9
2702,0.0,0.0,1.0,0.68,0.52,0.165,1.4775,0.724,0.279,0.406,11
509,0.0,1.0,0.0,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,16
2244,0.0,1.0,0.0,0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085,11
3052,1.0,0.0,0.0,0.595,0.46,0.16,0.921,0.4005,0.2025,0.2875,9
974,1.0,0.0,0.0,0.53,0.425,0.13,0.7585,0.325,0.197,0.205,8
1339,1.0,0.0,0.0,0.58,0.445,0.15,0.858,0.4,0.156,0.253,8
2115,0.0,1.0,0.0,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
2233,0.0,0.0,1.0,0.595,0.475,0.17,1.0965,0.419,0.229,0.35,17
2420,0.0,0.0,1.0,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,13
2113,0.0,1.0,0.0,0.385,0.29,0.09,0.232,0.0855,0.0495,0.08,7
3460,0.0,0.0,1.0,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,9
3486,1.0,0.0,0.0,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,8
695,0.0,1.0,0.0,0.315,0.23,0.09,0.1285,0.043,0.04,0.04,7
3390,0.0,0.0,1.0,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,10
214,1.0,0.0,0.0,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,14
120,1.0,0.0,0.0,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,9
1573,0.0,1.0,0.0,0.48,0.37,0.12,0.536,0.251,0.114,0.15,8
1428,1.0,0.0,0.0,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,14
4067,0.0,1.0,0.0,0.4,0.3,0.115,0.318,0.1335,0.0725,0.0935,6
3127,1.0,0.0,0.0,0.62,0.485,0.155,1.1945,0.5105,0.271,0.352,9
3663,0.0,1.0,0.0,0.55,0.4,0.135,0.717,0.3315,0.1495,0.221,9
1403,1.0,0.0,0.0,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,10
293,1.0,0.0,0.0,0.565,0.455,0.175,1.013,0.342,0.207,0.35,19
4127,0.0,1.0,0.0,0.55,0.445,0.11,0.7935,0.378,0.142,0.26,10
651,0.0,1.0,0.0,0.335,0.245,0.09,0.1665,0.0595,0.04,0.06,6
3613,1.0,0.0,0.0,0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045,11
3124,1.0,0.0,0.0,0.575,0.45,0.135,0.8285,0.362,0.1655,0.236,10
3796,1.0,0.0,0.0,0.675,0.54,0.21,1.593,0.686,0.318,0.45,11
311,0.0,0.0,1.0,0.56,0.44,0.14,0.971,0.443,0.2045,0.265,14
2169,0.0,1.0,0.0,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,4
745,1.0,0.0,0.0,0.53,0.42,0.13,1.001,0.34,0.226,0.265,17
1902,0.0,0.0,1.0,0.575,0.455,0.155,1.013,0.4685,0.2085,0.295,11
1865,0.0,1.0,0.0,0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,7
1753,0.0,0.0,1.0,0.72,0.57,0.2,1.8275,0.919,0.366,0.485,10
936,0.0,1.0,0.0,0.45,0.335,0.105,0.447,0.2335,0.153,0.119,7
274,0.0,0.0,1.0,0.63,0.515,0.155,1.259,0.4105,0.197,0.41,13
4175,1.0,0.0,0.0,0.625,0.485,0.15,1.0945,0.531,0.261,0.296,10
757,1.0,0.0,0.0,0.605,0.495,0.19,1.437,0.469,0.2655,0.41,15
2250,0.0,0.0,1.0,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,11
2138,1.0,0.0,0.0,0.57,0.465,0.18,0.9995,0.405,0.277,0.295,16
1115,0.0,0.0,1.0,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,9
4170,0.0,0.0,1.0,0.55,0.43,0.13,0.8395,0.3155,0.1955,0.2405,10
419,0.0,0.0,1.0,0.545,0.41,0.14,0.625,0.223,0.16,0.235,13
1866,0.0,1.0,0.0,0.52,0.385,0.115,0.581,0.2555,0.156,0.143,10
1694,0.0,0.0,1.0,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,9
1401,0.0,0.0,1.0,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,11
3789,1.0,0.0,0.0,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,10
3730,0.0,0.0,1.0,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146,9
3645,0.0,1.0,0.0,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135,9
1687,1.0,0.0,0.0,0.62,0.48,0.175,1.0405,0.464,0.2225,0.3,9
1092,0.0,1.0,0.0,0.46,0.35,0.115,0.4155,0.18,0.098,0.1175,7
1447,0.0,0.0,1.0,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,8
3185,1.0,0.0,0.0,0.59,0.415,0.15,0.8805,0.3645,0.234,0.235,11
750,1.0,0.0,0.0,0.51,0.39,0.105,0.612,0.187,0.15,0.195,13
236,0.0,1.0,0.0,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,1
2193,0.0,1.0,0.0,0.215,0.17,0.055,0.0605,0.0205,0.014,0.02,6
2382,0.0,1.0,0.0,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,11
1227,0.0,1.0,0.0,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,8
3562,1.0,0.0,0.0,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223,8
1298,0.0,1.0,0.0,0.53,0.42,0.155,0.81,0.4725,0.111,0.192,10
3199,1.0,0.0,0.0,0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,9
97,0.0,0.0,1.0,0.47,0.375,0.13,0.523,0.214,0.132,0.145,8
1286,0.0,1.0,0.0,0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,9
3335,1.0,0.0,0.0,0.425,0.325,0.135,0.382,0.1465,0.079,0.14,12
3650,0.0,1.0,0.0,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,8
4148,0.0,0.0,1.0,0.77,0.605,0.175,2.0505,0.8005,0.526,0.355,11
3916,1.0,0.0,0.0,0.52,0.41,0.16,0.712,0.2845,0.153,0.225,10
2922,0.0,0.0,1.0,0.6,0.465,0.165,1.0475,0.465,0.2345,0.315,11
1575,0.0,1.0,0.0,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,7
2913,0.0,0.0,1.0,0.59,0.5,0.15,1.142,0.485,0.265,0.345,9
1578,0.0,1.0,0.0,0.495,0.37,0.125,0.4715,0.2075,0.091,0.15,8
1883,0.0,0.0,1.0,0.555,0.41,0.125,0.599,0.2345,0.1465,0.194,8
1182,1.0,0.0,0.0,0.66,0.53,0.185,1.346,0.546,0.2705,0.476,11
3733,0.0,0.0,1.0,0.605,0.455,0.16,1.1215,0.533,0.273,0.271,10
2512,0.0,0.0,1.0,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,8
2968,1.0,0.0,0.0,0.68,0.505,0.17,1.3435,0.657,0.297,0.355,12
2286,1.0,0.0,0.0,0.5,0.395,0.15,0.7145,0.3235,0.173,0.195,9
3487,0.0,1.0,0.0,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,8
3206,0.0,1.0,0.0,0.295,0.215,0.075,0.116,0.037,0.0295,0.04,8
1688,0.0,0.0,1.0,0.625,0.49,0.165,1.1165,0.4895,0.2615,0.3325,11
2063,0.0,0.0,1.0,0.525,0.385,0.1,0.5115,0.246,0.1005,0.1455,8
76,0.0,0.0,1.0,0.595,0.475,0.14,0.944,0.3625,0.189,0.315,9
2344,0.0,0.0,1.0,0.67,0.55,0.17,1.247,0.472,0.2455,0.4,21
1139,1.0,0.0,0.0,0.575,0.47,0.165,0.869,0.435,0.197,0.238,9
2140,1.0,0.0,0.0,0.45,0.36,0.125,0.5065,0.222,0.105,0.16,10
2552,0.0,1.0,0.0,0.31,0.225,0.075,0.155,0.065,0.037,0.0365,6
2217,1.0,0.0,0.0,0.515,0.415,0.13,0.764,0.276,0.196,0.25,13
2849,0.0,0.0,1.0,0.63,0.49,0.165,1.2005,0.575,0.273,0.294,10
4018,0.0,0.0,1.0,0.66,0.485,0.155,1.2275,0.61,0.274,0.3,8
3280,0.0,0.0,1.0,0.69,0.54,0.185,1.6195,0.533,0.353,0.555,24
3760,0.0,0.0,1.0,0.53,0.425,0.13,0.702,0.2975,0.1395,0.22,9
176,0.0,1.0,0.0,0.315,0.21,0.06,0.125,0.06,0.0375,0.035,5
2549,0.0,1.0,0.0,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5
2017,0.0,0.0,1.0,0.505,0.395,0.135,0.5915,0.288,0.1315,0.185,12
3565,1.0,0.0,0.0,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9
1931,0.0,0.0,1.0,0.62,0.49,0.15,1.195,0.4605,0.302,0.355,9
789,1.0,0.0,0.0,0.6,0.465,0.165,0.8875,0.309,0.246,0.262,12
490,0.0,0.0,1.0,0.59,0.455,0.145,1.073,0.475,0.19,0.285,14
260,1.0,0.0,0.0,0.54,0.475,0.155,0.928,0.394,0.194,0.26,11
132,1.0,0.0,0.0,0.325,0.26,0.09,0.1915,0.085,0.036,0.062,7
809,1.0,0.0,0.0,0.52,0.41,0.115,0.807,0.2855,0.179,0.235,12
1423,1.0,0.0,0.0,0.725,0.6,0.2,1.737,0.697,0.3585,0.595,11
1386,0.0,0.0,1.0,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,12
2107,1.0,0.0,0.0,0.675,0.55,0.18,1.6885,0.562,0.3705,0.6,15
3808,0.0,0.0,1.0,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,10
158,1.0,0.0,0.0,0.58,0.455,0.17,0.9075,0.374,0.2135,0.285,13
1481,1.0,0.0,0.0,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,9
112,0.0,1.0,0.0,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,9
3092,0.0,0.0,1.0,0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,11
197,0.0,0.0,1.0,0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,16
629,0.0,0.0,1.0,0.34,0.265,0.085,0.1835,0.077,0.046,0.065,10
1912,0.0,1.0,0.0,0.58,0.44,0.145,0.7905,0.3525,0.1645,0.242,10
2254,0.0,0.0,1.0,0.65,0.495,0.18,1.793,0.8005,0.339,0.53,14
2859,1.0,0.0,0.0,0.72,0.565,0.18,1.719,0.8465,0.407,0.3875,11
3415,1.0,0.0,0.0,0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,9
1430,0.0,1.0,0.0,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036,4
3193,0.0,0.0,1.0,0.565,0.435,0.185,1.032,0.354,0.2045,0.31,20
3398,0.0,0.0,1.0,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,9
476,1.0,0.0,0.0,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,9
579,1.0,0.0,0.0,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,17
473,1.0,0.0,0.0,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,11
3238,0.0,0.0,1.0,0.695,0.53,0.15,1.477,0.6375,0.3025,0.43,14
3716,0.0,1.0,0.0,0.235,0.13,0.075,0.1585,0.0685,0.037,0.0465,5
2418,1.0,0.0,0.0,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,18
1471,0.0,0.0,1.0,0.53,0.4,0.125,0.7575,0.398,0.151,0.175,8
331,1.0,0.0,0.0,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095,8
973,0.0,0.0,1.0,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,11
3327,0.0,1.0,0.0,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,16
1466,0.0,0.0,1.0,0.515,0.425,0.145,0.9365,0.497,0.181,0.2185,8
3030,0.0,1.0,0.0,0.52,0.395,0.115,0.6445,0.3155,0.1245,0.186,11
4073,0.0,1.0,0.0,0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,9
147,0.0,1.0,0.0,0.28,0.205,0.08,0.127,0.052,0.039,0.042,9
189,1.0,0.0,0.0,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,9
872,0.0,0.0,1.0,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,9
14,1.0,0.0,0.0,0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185,10
3311,1.0,0.0,0.0,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,12
1137,1.0,0.0,0.0,0.575,0.45,0.16,1.068,0.556,0.214,0.2575,10
1977,1.0,0.0,0.0,0.7,0.575,0.205,1.773,0.605,0.447,0.538,13
2393,0.0,1.0,0.0,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,7
1110,0.0,1.0,0.0,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,8
4099,0.0,0.0,1.0,0.67,0.525,0.18,1.4915,0.728,0.343,0.381,9
3106,0.0,1.0,0.0,0.3,0.22,0.065,0.1235,0.059,0.026,0.0315,5
4068,0.0,1.0,0.0,0.41,0.305,0.1,0.2645,0.1,0.0655,0.085,7
591,1.0,0.0,0.0,0.37,0.29,0.115,0.25,0.111,0.057,0.075,9
718,0.0,1.0,0.0,0.18,0.125,0.035,0.0265,0.0095,0.0055,0.0085,4
3024,0.0,1.0,0.0,0.475,0.375,0.11,0.456,0.182,0.099,0.16,9
384,0.0,0.0,1.0,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,10
609,0.0,0.0,1.0,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,12
2611,0.0,0.0,1.0,0.63,0.48,0.165,1.286,0.604,0.271,0.35,8
4174,0.0,0.0,1.0,0.6,0.475,0.205,1.176,0.5255,0.2875,0.308,9
1650,0.0,1.0,0.0,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,11
676,0.0,0.0,1.0,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12
828,0.0,1.0,0.0,0.41,0.325,0.1,0.394,0.208,0.0655,0.106,6
219,1.0,0.0,0.0,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,8
515,0.0,0.0,1.0,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,6
3497,1.0,0.0,0.0,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,9
1126,0.0,0.0,1.0,0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,9
4144,0.0,0.0,1.0,0.67,0.535,0.19,1.669,0.7465,0.2935,0.508,11
500,1.0,0.0,0.0,0.58,0.44,0.18,0.854,0.3665,0.1635,0.245,12
1483,0.0,0.0,1.0,0.59,0.44,0.15,0.8725,0.387,0.215,0.245,8
354,0.0,0.0,1.0,0.635,0.515,0.17,1.275,0.509,0.286,0.34,16
2197,0.0,1.0,0.0,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,10
3546,0.0,1.0,0.0,0.475,0.35,0.115,0.498,0.2375,0.099,0.14,7
3384,1.0,0.0,0.0,0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,7
1963,0.0,0.0,1.0,0.655,0.52,0.17,1.1445,0.53,0.223,0.348,9
1069,0.0,1.0,0.0,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,6
1860,0.0,1.0,0.0,0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235,10
2171,0.0,1.0,0.0,0.19,0.13,0.03,0.0295,0.0155,0.015,0.01,6
2731,0.0,1.0,0.0,0.41,0.315,0.1,0.3,0.124,0.0575,0.1,8
2511,0.0,1.0,0.0,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,6
1551,0.0,1.0,0.0,0.39,0.3,0.09,0.252,0.1065,0.053,0.08,7
3203,1.0,0.0,0.0,0.635,0.505,0.185,1.3035,0.501,0.295,0.41,17
342,0.0,0.0,1.0,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,12
1525,0.0,0.0,1.0,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11
1217,0.0,1.0,0.0,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,5
398,0.0,0.0,1.0,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,12
1800,0.0,0.0,1.0,0.605,0.475,0.175,1.2525,0.5575,0.3055,0.343,9
524,0.0,0.0,1.0,0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,4
2278,0.0,0.0,1.0,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,9
3815,0.0,1.0,0.0,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,8
2894,0.0,1.0,0.0,0.54,0.425,0.13,0.8155,0.3675,0.1365,0.246,11
2810,0.0,0.0,1.0,0.72,0.55,0.205,2.165,1.1055,0.525,0.404,10
1980,1.0,0.0,0.0,0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,10
367,1.0,0.0,0.0,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,10
1156,0.0,0.0,1.0,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,10
399,0.0,0.0,1.0,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,11
1239,0.0,1.0,0.0,0.375,0.27,0.085,0.218,0.0945,0.039,0.07,7
2537,0.0,1.0,0.0,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,11
2383,1.0,0.0,0.0,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,16
779,1.0,0.0,0.0,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,15
1408,1.0,0.0,0.0,0.66,0.495,0.21,1.548,0.724,0.3525,0.3925,10
3084,0.0,1.0,0.0,0.23,0.17,0.05,0.057,0.026,0.013,0.016,5
4113,0.0,1.0,0.0,0.56,0.42,0.14,0.837,0.414,0.214,0.2,8
949,0.0,0.0,1.0,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,6
1981,1.0,0.0,0.0,0.72,0.575,0.18,1.6705,0.732,0.3605,0.501,12
4033,0.0,1.0,0.0,0.495,0.385,0.125,0.5125,0.2075,0.1155,0.172,10
768,1.0,0.0,0.0,0.55,0.43,0.155,0.785,0.289,0.227,0.233,11
3250,1.0,0.0,0.0,0.435,0.35,0.125,0.459,0.197,0.1145,0.145,9
2066,1.0,0.0,0.0,0.54,0.385,0.14,0.7655,0.3265,0.116,0.2365,10
567,0.0,1.0,0.0,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,12
2483,1.0,0.0,0.0,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,14
1848,0.0,1.0,0.0,0.475,0.34,0.105,0.4535,0.203,0.08,0.1465,9
1420,1.0,0.0,0.0,0.71,0.55,0.17,1.614,0.743,0.345,0.45,11
138,1.0,0.0,0.0,0.405,0.325,0.11,0.3555,0.151,0.063,0.117,9
1188,1.0,0.0,0.0,0.69,0.54,0.155,1.454,0.624,0.3105,0.39,9
3314,0.0,1.0,0.0,0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,11
3066,1.0,0.0,0.0,0.64,0.5,0.15,1.2015,0.559,0.231,0.3355,9
2726,0.0,1.0,0.0,0.4,0.305,0.1,0.3415,0.176,0.0625,0.0865,7
713,0.0,0.0,1.0,0.355,0.265,0.085,0.201,0.069,0.053,0.0695,8
2023,1.0,0.0,0.0,0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,9
262,0.0,0.0,1.0,0.53,0.42,0.165,0.8945,0.319,0.239,0.245,11
325,0.0,1.0,0.0,0.355,0.275,0.09,0.251,0.097,0.053,0.08,7
1536,0.0,1.0,0.0,0.335,0.255,0.08,0.168,0.079,0.0355,0.05,5
2712,0.0,1.0,0.0,0.21,0.15,0.045,0.04,0.0135,0.008,0.0105,4
1673,0.0,1.0,0.0,0.61,0.465,0.125,0.9225,0.436,0.19,0.26,9
1048,0.0,0.0,1.0,0.71,0.565,0.205,2.198,1.012,0.5225,0.5475,11
153,1.0,0.0,0.0,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,10
2586,1.0,0.0,0.0,0.555,0.425,0.14,0.963,0.44,0.224,0.24,7
1186,1.0,0.0,0.0,0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735,14
2795,0.0,0.0,1.0,0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115,12
3955,0.0,1.0,0.0,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,9
82,1.0,0.0,0.0,0.52,0.425,0.165,0.9885,0.396,0.225,0.32,16
1353,0.0,0.0,1.0,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,11
119,0.0,0.0,1.0,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,8
1660,0.0,0.0,1.0,0.6,0.47,0.165,1.059,0.504,0.241,0.275,9
422,1.0,0.0,0.0,0.49,0.39,0.135,0.5785,0.2465,0.123,0.2,13
1615,0.0,1.0,0.0,0.55,0.425,0.15,0.7665,0.339,0.176,0.21,8
2158,0.0,0.0,1.0,0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285,14
3773,1.0,0.0,0.0,0.575,0.46,0.15,0.927,0.333,0.207,0.2985,9
2296,1.0,0.0,0.0,0.535,0.45,0.135,0.8075,0.322,0.181,0.25,13
115,1.0,0.0,0.0,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,11
440,0.0,1.0,0.0,0.36,0.275,0.11,0.2335,0.095,0.0525,0.085,10
3103,0.0,0.0,1.0,0.645,0.5,0.18,1.461,0.5985,0.2425,0.439,11
3533,0.0,1.0,0.0,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6
2257,0.0,0.0,1.0,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,13
2120,0.0,0.0,1.0,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,7
3878,0.0,0.0,1.0,0.45,0.355,0.115,0.478,0.18,0.1185,0.155,10
3099,0.0,0.0,1.0,0.575,0.48,0.15,0.9465,0.4355,0.2605,0.2505,9
1359,0.0,0.0,1.0,0.605,0.49,0.14,0.9755,0.419,0.206,0.315,10
3822,1.0,0.0,0.0,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356,9
2069,0.0,0.0,1.0,0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213,9
766,1.0,0.0,0.0,0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,13
570,0.0,1.0,0.0,0.45,0.35,0.14,0.474,0.21,0.109,0.1275,16
693,0.0,0.0,1.0,0.38,0.29,0.12,0.283,0.1175,0.0655,0.085,9
1529,0.0,0.0,1.0,0.74,0.57,0.18,1.8725,0.9115,0.427,0.446,10
2043,0.0,1.0,0.0,0.395,0.295,0.1,0.293,0.14,0.062,0.082,7
1794,0.0,1.0,0.0,0.575,0.45,0.13,0.8145,0.403,0.1715,0.213,10
4094,0.0,0.0,1.0,0.63,0.53,0.175,1.4135,0.667,0.2945,0.3555,13
1608,0.0,1.0,0.0,0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,9
1942,0.0,0.0,1.0,0.63,0.49,0.155,1.2525,0.63,0.246,0.289,9
4091,0.0,0.0,1.0,0.625,0.5,0.18,1.3705,0.645,0.303,0.3705,12
98,0.0,0.0,1.0,0.47,0.37,0.13,0.5225,0.201,0.133,0.165,7
9,1.0,0.0,0.0,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32,19
3245,1.0,0.0,0.0,0.695,0.55,0.16,1.6365,0.694,0.3005,0.44,13
389,0.0,1.0,0.0,0.465,0.375,0.12,0.471,0.222,0.119,0.14,9
2755,1.0,0.0,0.0,0.525,0.415,0.15,0.7055,0.329,0.147,0.199,10
2124,0.0,0.0,1.0,0.385,0.295,0.095,0.335,0.147,0.094,0.09,7
3779,0.0,0.0,1.0,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,10
2808,1.0,0.0,0.0,0.705,0.54,0.205,1.757,0.8265,0.417,0.461,9
144,0.0,0.0,1.0,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,10
4064,1.0,0.0,0.0,0.64,0.49,0.18,1.36,0.653,0.347,0.305,9
3550,0.0,0.0,1.0,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,8
3216,0.0,0.0,1.0,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545,16
2652,0.0,1.0,0.0,0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,9
1208,0.0,0.0,1.0,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,10
3285,1.0,0.0,0.0,0.665,0.57,0.185,1.522,0.6965,0.3025,0.405,13
2607,1.0,0.0,0.0,0.625,0.49,0.165,1.127,0.477,0.2365,0.3185,9
3665,0.0,1.0,0.0,0.575,0.45,0.145,0.872,0.4675,0.18,0.217,9
365,0.0,0.0,1.0,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,19
551,0.0,1.0,0.0,0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,13
